Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
P23526,Adenosylhomocysteinase,45.37,2,18,20,145,0.951,33;26;24,0.1,1.251,33;26;24,5.4,0.732,33;26;24,6.4,0.871,33;26;24,1.5,0.981,33;26;24,1.5,140.81,43.29,18,57,125.01,39.12,18,48,108.7,37.73,16,40,432,47.7,6.34
P23528,Cofilin-1,87.95,3,18,26,1007,0.894,189;205;199,2.9,0.551,188;204;194,1.7,0.621,189;205;199,4.8,0.986,189;205;199,6.9,0.897,189;205;199,2.4,824.32,87.95,25,332,865.93,87.95,25,339,840.01,87.35,24,336,166,18.5,8.09
P23560,Isoform 1 of Brain-derived neurotrophic factor,7.69,6,2,2,4,0.565,-;1;1,,0.611,-;1;1,20.1,0.415,-;1;1,5,0.76,-;1;1,,0.843,-;1;1,1.5,4.1,7.69,2,2,2.16,4.86,1,1,1.91,4.86,1,1,247,27.8,8.79
P23634,Isoform ZK of Plasma membrane calcium-transporting ATPase 4,18.09,23,8,16,41,0.98,4;4;4,24.7,0.963,4;4;4,40.9,1.253,4;4;4,35.2,1.039,4;4;4,15.7,1.073,4;4;4,4.7,47.73,14.53,11,17,37.62,9.71,9,12,28.55,9.8,8,12,1122,123.9,7.27
P23743,Isoform 1 of Diacylglycerol kinase alpha,38.23,5,24,24,93,1.107,23;20;24,3.3,1.081,23;20;24,22.9,0.855,23;20;24,4.4,0.995,23;20;24,3,0.979,23;20;24,3.1,83.48,30.2,20,30,85.07,31.02,19,29,98.76,37.28,23,34,735,82.6,6.73
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial",19,1,11,11,39,0.828,12;11;9,4.8,1.018,12;11;9,5.3,1.292,12;11;9,9.7,0.911,12;11;9,4,0.998,12;11;9,2.9,44.27,15.65,9,16,30.16,10.79,7,13,22,7.45,4,10,658,73.7,8.18
P24158,Myeloblastin,4.69,1,1,1,3,,,,,,,,,,,,,,,,3.36,4.69,1,2,2.86,4.69,1,1,,,,,256,27.8,8.35
P24311,"Cytochrome c oxidase subunit 7B, mitochondrial",10,1,2,2,7,0.675,2;2;2,0.4,0.611,2;2;2,57.6,0.63,2;2;2,5.6,0.541,2;2;2,15.1,1.057,2;2;2,3.8,4.85,8.75,1,2,7.17,10,2,3,4.83,8.75,1,2,80,9.2,10.27
P24386,Rab proteins geranylgeranyltransferase component A 1,2.91,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2.81,2.91,1,1,653,73.4,4.75
P24534,Elongation factor 1-beta,50.22,5,9,9,116,1.134,25;27;25,4.6,1.055,25;27;25,16.3,1.04,25;27;25,13.2,1.055,25;27;25,12.2,1.017,25;27;25,4.1,106.23,50.22,9,37,127.14,50.22,9,44,103.97,50.22,9,35,225,24.7,4.67
P24557,thromboxane-A synthase isoform 1,43.82,6,12,17,110,0.485,13;18;14,12.6,0.466,13;18;14,4.3,0.44,13;18;14,12.7,0.685,13;18;14,11.1,0.729,13;18;14,4.7,103.8,36.89,15,35,100.32,42.7,16,40,108.72,32.58,14,35,534,60.6,7.62
P24666,Isoform 1 of Low molecular weight phosphotyrosine protein phosphatase,65.82,8,3,9,83,0.631,1;2;1,10,1.078,1;2;1,12.6,0.467,1;2;1,5.6,0.587,1;2;1,14.3,0.911,1;2;1,3.8,94.35,62.03,8,32,82.18,64.56,8,27,68.59,60.76,7,24,158,18,6.74
P24666,Isoform 2 of Low molecular weight phosphotyrosine protein phosphatase,63.29,6,2,8,79,1.054,-;1;-,,1.034,-;1;-,,1.327,-;1;-,,0.916,-;1;-,,1.099,-;1;-,,87.96,43.04,6,30,78.29,58.23,6,26,63.96,45.57,6,23,158,18,6.87
P24723,Protein kinase C eta type,4.98,2,2,3,16,0.787,1;-;-,,0.172,1;-;-,,0.667,1;-;-,,0.773,1;-;-,,0.859,1;-;-,,10.8,4.98,3,6,10.42,2.64,2,5,12.4,2.64,2,5,683,77.8,7.77
P24752,"Acetyl-CoA acetyltransferase, mitochondrial",37.47,2,19,19,106,1.215,20;23;25,6,1.657,20;23;25,3.1,1.703,20;23;25,7,1.157,20;23;25,5,1.103,20;23;25,2.8,92.43,37.47,19,37,93.95,36.3,18,31,100.1,37.47,16,38,427,45.2,8.85
P24844,Myosin regulatory light polypeptide 9,70.93,4,6,14,340,0.515,24;21;19,3.1,0.553,24;21;19,8.8,0.307,24;21;19,6.5,0.846,24;21;19,5,0.728,24;21;19,2.8,353.07,70.93,14,138,271.13,70.93,14,114,250.27,70.93,14,88,172,19.8,4.92
P24928,DNA-directed RNA polymerase II subunit RPB1,20.61,2,29,29,71,1.314,16;15;13,3.7,1.167,16;15;13,17.5,1.889,16;15;13,7.1,1.195,16;15;13,14.2,1.123,16;15;13,9,72,14.72,22,29,51.28,12.13,16,21,52.02,10.56,15,21,1970,217,7.37
P25098,Beta-adrenergic receptor kinase 1,32.22,2,15,21,82,1.082,8;12;9,6.9,1.483,8;12;10,15.3,0.907,8;12;10,10.9,0.96,8;12;10,2.7,1.083,8;12;9,1.8,79.39,20.03,13,25,86.68,24.82,15,29,82.54,26.27,15,28,689,79.5,7.28
P25325,3-mercaptopyruvate sulfurtransferase,41.41,6,9,9,40,0.552,8;6;8,10.9,0.441,8;6;8,19.4,0.403,8;6;8,8.5,0.657,8;6;8,12.9,0.804,8;6;8,5,47.98,36.03,8,16,34.85,32.66,7,12,39.75,30.3,7,12,297,33.2,6.6
P25398,40S ribosomal protein S12,66.67,1,11,11,122,1.267,25;30;36,10.9,1.047,25;30;36,8.4,1.094,25;30;36,23.6,1.095,25;30;36,10.8,1.077,25;30;36,2.4,90.69,66.67,9,36,116.53,60.61,9,46,110.91,60.61,9,40,132,14.5,7.21
P25490,Transcriptional repressor protein YY1,19.81,4,9,9,24,1.095,8;4;1,6.2,1.154,8;4;1,52.7,0.849,8;4;1,11.4,0.972,8;4;1,5.4,0.916,8;4;1,4,19.87,17.87,8,13,16.48,14.49,6,8,5.61,5.8,3,3,414,44.7,6.25
P25685,DnaJ homolog subfamily B member 1,42.06,3,16,16,76,1.125,15;18;16,2.9,1.159,15;18;16,19.9,1.029,15;18;16,5.6,1.091,15;18;16,5.8,1.018,15;18;16,2.8,71.93,37.35,13,27,67.86,33.24,11,28,46.38,30.59,8,21,340,38,8.63
P25705,"ATP synthase subunit alpha, mitochondrial",62.75,5,46,47,954,0.906,185;203;211,2.1,1.125,185;203;211,7.4,1.222,185;203;211,0.7,0.911,185;203;211,1.8,0.923,185;203;211,0.2,832.7,59.13,42,300,902.49,62.75,45,323,871.61,58.95,42,331,553,59.7,9.13
P25774,Cathepsin S,31.72,2,13,13,122,1.464,31;24;29,2.4,1.207,31;24;29,3.8,2.092,31;24;29,2.4,1.224,31;24;29,3.9,1.165,31;24;29,4.6,111.08,31.72,13,44,89.8,31.72,13,37,104.02,31.72,13,41,331,37.5,8.34
P25786,Isoform Short of Proteasome subunit alpha type-1,56.27,5,16,16,152,1.007,42;36;31,0.9,1.17,42;36;30,10.5,0.838,42;36;30,3.9,1.009,42;36;31,4,1.014,42;36;31,2.7,187.67,53.61,15,57,179.35,55.51,13,52,140.45,52.85,12,43,263,29.5,6.61
P25787,Proteasome subunit alpha type-2,41.03,4,7,7,79,1.117,20;25;18,10.3,0.793,20;25;18,24.6,1.001,20;25;18,13.7,1.007,20;25;18,12.4,1.033,20;25;18,2.3,85.31,22.65,4,28,78.42,41.03,7,29,59.49,31.2,6,22,234,25.9,7.43
P25788,Isoform 2 of Proteasome subunit alpha type-3,44.76,2,16,16,123,1.038,26;24;20,2.8,1.456,26;24;20,4.4,0.9,26;24;20,4.3,1.009,26;24;20,3.1,1.011,26;24;20,3.7,118.73,44.76,15,46,111.73,42.34,13,44,90.04,33.87,12,33,248,27.6,5.33
P25789,Proteasome subunit alpha type-4,48.28,6,13,13,154,0.976,32;31;36,1.7,0.775,32;31;36,13.7,0.735,32;31;36,2.5,0.818,32;31;36,4.1,1.044,32;31;36,0.4,153.91,48.28,13,55,132.64,35.25,10,51,131.12,42.15,12,48,261,29.5,7.72
P25815,Protein S100-P,17.89,1,2,2,4,2.952,1;2;1,26.4,1.579,1;2;1,10.4,1.685,1;2;1,17.8,2.173,1;2;1,32.9,1.805,1;2;1,27.1,2.98,13.68,1,1,7.84,17.89,2,2,3.11,13.68,1,1,95,10.4,4.88
P25942,Isoform II of Tumor necrosis factor receptor superfamily member 5,17.73,2,2,2,4,0.831,2;1;-,17.6,0.872,2;-;-,,0.789,2;1;-,,0.858,2;1;-,8.9,0.824,2;1;-,,6.67,17.73,2,3,2.19,13.3,1,1,,,,,203,22.2,5.66
P26010,Isoform Short of Integrin beta-7,2.46,2,1,1,4,,,,,,,,,,,,,,,,3.64,2.46,1,2,3.07,2.46,1,2,,,,,650,71.5,5.77
P26196,Probable ATP-dependent RNA helicase DDX6,31.68,1,13,14,64,1.069,14;17;9,3.7,1.052,14;17;9,27.9,0.905,14;17;9,8.3,0.997,14;17;9,1.6,1.067,14;17;9,3.4,68.87,26.5,10,24,73.39,31.68,14,26,42.26,18.43,8,14,483,54.4,8.66
P26358,Isoform 2 of DNA (cytosine-5)-methyltransferase 1,5.27,3,9,9,19,1.248,5;6;2,6.4,1.558,5;6;2,13.7,1.568,5;6;2,7.7,1.227,5;6;2,13.6,1.13,5;6;2,8.6,13.84,3.68,6,9,11.22,4.6,7,7,5.51,2.14,3,3,1632,184.7,7.85
P26368,Isoform 2 of Splicing factor U2AF 65 kDa subunit,26.33,2,11,11,66,1.359,16;21;14,4.3,1.78,16;21;14,24.9,1.677,16;21;14,0.9,1.317,16;21;14,9.3,1.128,16;21;14,5.3,57.31,25.05,10,22,63.14,20.59,9,25,44.28,21.87,9,19,471,53.1,9.09
P26373,60S ribosomal protein L13,41.23,2,12,12,154,1.319,35;31;27,5,1.997,35;31;27,8.6,0.904,35;31;27,0.8,1.332,35;31;27,4.1,1.148,35;31;27,1.2,129.14,35.07,11,54,129.75,41.23,12,53,103.42,37.91,11,47,211,24.2,11.65
P26440,"Isovaleryl-CoA dehydrogenase, mitochondrial",26,5,10,10,31,0.86,7;6;7,8.4,1.014,7;6;7,33.6,1.047,7;6;7,12.1,0.965,7;6;7,1.6,0.906,7;6;7,5.2,19.54,15.37,7,10,21.49,19.62,7,10,26.81,26,10,11,423,46.3,8.19
P26447,Protein S100-A4,58.42,1,10,10,104,0.853,19;23;31,2.5,1.229,19;23;31,20.2,0.623,19;23;31,4.4,0.665,19;23;31,3.7,0.891,19;23;31,2.7,69.42,53.47,7,26,92.5,55.45,9,35,117.47,58.42,9,43,101,11.7,6.11
P26572,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",12.13,10,5,5,13,1.103,3;3;1,7.5,1.544,3;3;1,10.5,1.576,3;3;1,10.3,1.045,3;3;1,16.6,1.094,3;3;1,3.8,13.17,8.31,4,4,13.82,6.07,3,4,15.63,10.56,4,5,445,50.8,9.16
P26583,High mobility group protein B2,59.81,3,19,28,524,1.363,91;84;81,1.8,1.051,91;84;81,5.5,1.549,91;84;81,3.9,1.238,91;84;81,4.1,1.115,91;84;81,2.8,285.73,59.81,26,190,269.09,59.33,25,168,324.7,58.37,23,166,209,24,7.81
P26599,Isoform 1 of Polypyrimidine tract-binding protein 1,40.87,12,13,16,123,1.288,14;17;19,9.6,0.906,14;17;19,10,1.882,14;17;19,18,1.23,14;17;19,5.9,0.98,14;17;19,3,93.48,40.87,15,41,108.56,35.22,14,44,104.13,27.87,13,38,531,57.2,9.17
P26639,"Threonyl-tRNA synthetase, cytoplasmic",39.42,12,26,26,86,0.817,20;22;19,3.1,0.77,20;22;19,22.2,0.548,20;22;19,7.2,0.776,20;22;19,6.5,0.929,20;22;19,0.3,69.81,35.55,22,30,70.37,26.69,14,29,54.48,26.14,15,27,723,83.4,6.67
P26640,Valyl-tRNA synthetase,27.93,10,28,28,96,1.106,22;22;24,1.7,1.183,22;22;24,22.4,0.932,22;22;24,4.4,1.048,22;22;24,0.7,1.082,22;22;24,1.8,105.05,23.97,21,33,95.11,20.41,21,31,94.4,16.3,17,32,1264,140.4,7.59
P26641,Elongation factor 1-gamma,46.68,6,22,22,228,1.002,46;43;45,10.3,0.819,46;43;45,13.7,0.98,46;43;45,6,0.999,46;43;45,7.5,0.978,46;43;45,2.2,205.59,45.08,20,84,166.97,41.88,19,73,155.92,43.48,19,71,437,50.1,6.67
P26885,Peptidyl-prolyl cis-trans isomerase FKBP2,69.01,1,11,11,52,0.75,17;10;12,4.2,0.856,17;10;12,7,0.852,17;10;12,11.6,0.785,17;10;12,8,0.966,17;10;12,4.4,42.55,69.01,11,22,31.02,40.85,8,13,42.16,40.85,9,17,142,15.6,9.13
P27105,Erythrocyte band 7 integral membrane protein,71.53,6,20,20,405,0.526,62;65;70,7.6,0.569,62;65;70,10.8,0.383,62;65;70,13.1,0.651,62;65;70,6.2,0.821,62;65;70,3.6,365.5,64.58,18,128,370.37,64.58,19,138,365.47,69.1,19,139,288,31.7,7.88
P27338,Amine oxidase [flavin-containing] B,25.58,3,10,10,29,0.562,6;4;6,12.7,0.471,6;4;6,33,0.446,6;4;6,18.3,0.741,6;4;6,1.4,0.885,6;4;6,2.1,34.65,20.19,8,12,26.25,18.08,6,9,23.29,13.08,6,8,520,58.7,7.5
P27348,14-3-3 protein theta,68.57,3,16,24,333,0.807,35;33;33,1.2,0.722,35;33;33,29.5,0.65,35;33;33,3.7,0.676,35;33;33,1.2,0.936,35;33;33,3.1,323.33,58.78,21,112,311.98,56.33,20,115,311.46,65.71,21,106,245,27.7,4.78
P27361,Mitogen-activated protein kinase 3,38.26,24,8,13,65,0.89,3;2;5,5.5,0.985,3;2;5,5.7,0.714,3;2;5,10.5,0.922,3;2;5,5.4,0.955,3;2;5,5,56.66,29.02,10,23,47.58,31.4,10,22,52.79,29.29,10,20,379,43.1,6.74
P27449,V-type proton ATPase 16 kDa proteolipid subunit,11.61,1,1,1,2,1.292,1;1;-,0.9,1.656,1;1;-,8.8,2.466,1;1;-,,1.267,1;1;-,1.1,0.909,1;1;-,3.5,0,11.61,1,1,2.88,11.61,1,1,,,,,155,15.7,8.44
P27487,Dipeptidyl peptidase 4,13.05,4,10,10,24,1.016,4;4;1,3.9,1.762,4;4;1,11.2,1.286,4;4;1,10.8,0.888,4;4;1,13.6,1.268,4;4;1,5.8,22.45,8.22,6,8,23.53,8.75,7,9,18.16,8.75,7,7,766,88.2,6.04
P27635,60S ribosomal protein L10,43.46,9,11,11,152,1.445,39;43;31,3.8,1.715,39;43;31,16.3,0.986,39;43;31,7.5,1.19,39;43;31,4.8,1.148,39;43;31,3.3,177,43.46,11,52,174.93,39.72,9,56,108.57,39.72,9,44,214,24.6,10.08
P27658,Collagen alpha-1(VIII) chain,2.02,2,1,1,2,1.95,1;1;-,0.7,0.744,1;1;-,4.5,3.866,1;1;-,,1.031,1;1;-,4.1,0.576,1;1;-,11.9,0,2.02,1,1,0,2.02,1,1,,,,,744,73.3,9.61
P27694,Replication protein A 70 kDa DNA-binding subunit,43.67,1,21,21,140,1.271,37;30;39,2.2,1.84,37;30;39,8.8,1.137,37;30;39,4.1,1.141,37;30;39,2.2,1.145,37;30;39,1.5,153.62,37.99,18,50,129.81,39.94,19,44,126.57,39.29,19,46,616,68.1,7.21
P27695,DNA-(apurinic or apyrimidinic site) lyase,59.75,3,19,19,113,1.173,28;21;20,0.6,1.319,28;21;20,9.9,1.314,28;21;20,3.2,1.146,28;21;20,4,1.05,28;21;20,6.2,114.38,56.6,17,44,86.52,56.29,15,36,86.98,42.45,12,33,318,35.5,8.12
P27707,Deoxycytidine kinase,36.15,4,7,7,36,1.142,9;8;10,5.2,1.318,9;8;10,28.8,0.999,9;8;10,15,1.009,9;8;10,2.8,1.063,9;8;10,3.5,44.2,33.08,6,12,37.24,36.15,7,12,34.58,36.15,7,12,260,30.5,5.21
P27797,Calreticulin,79.86,1,31,31,652,0.78,182;178;176,1.5,0.71,179;174;171,7.9,0.872,182;178;176,3,0.82,182;178;176,4.6,0.93,182;178;176,1.5,530.41,74.1,30,223,508.96,77.94,29,225,501.81,77.94,26,204,417,48.1,4.44
P27816,245 kDa protein,15.67,16,2,27,75,,,,,,,,,,,,,,,,67.22,12.58,20,29,53.25,10.88,19,24,48.29,10.36,17,22,2297,245.3,6.23
P27824,Calnexin,42.06,17,32,32,355,0.77,73;81;93,1.6,0.667,73;81;92,1.8,1.001,73;81;93,4.8,0.789,73;81;93,7.3,0.906,73;81;93,0.1,274.77,41.89,29,113,291.84,34.63,25,124,288.34,38.51,25,118,592,67.5,4.6
P27918,Properdin,2.99,4,1,2,2,,,,,,,,,,,,,,,,2.36,1.28,1,1,2.5,1.71,1,1,,,,,469,51.2,7.9
P27986,Isoform 1 of Phosphatidylinositol 3-kinase regulatory subunit alpha,30.39,8,16,20,53,0.951,8;13;5,7.2,0.944,8;13;5,35.9,0.772,8;13;5,11.2,0.933,8;13;5,10,1.048,8;13;5,8.3,41.74,21.96,12,18,55.12,23.07,13,20,40.71,17.54,13,15,724,83.5,6.16
P27987,Isoform 1 of Inositol-trisphosphate 3-kinase B,2.22,3,2,2,2,,,,,,,,,,,,,,,,1.89,0.95,1,1,0,1.27,1,1,,,,,946,102.3,8.43
P28062,Isoform 2 of Proteasome subunit beta type-8,59.93,6,12,12,92,0.92,13;15;13,8.7,1.06,13;15;13,11.6,0.873,13;15;13,12.2,0.952,13;15;13,6.3,0.958,13;15;13,5.3,107.35,56.99,11,35,88.29,43.38,9,30,78.75,46.32,10,27,272,29.8,5.82
P28065,Isoform LMP2.S of Proteasome subunit beta type-9,35.41,9,6,6,33,1.2,3;5;4,3,1.686,3;5;4,7.7,0.869,3;5;4,18.3,0.945,3;5;4,7.8,1.068,3;5;4,4,27.13,32.06,5,10,33.7,26.32,4,11,32.57,29.67,5,12,209,22.3,5.01
P28066,Proteasome subunit alpha type-5,43.15,1,8,8,102,1.079,25;25;24,3.8,0.939,25;25;24,23.8,0.888,25;25;24,4.4,1.132,25;25;24,7,1.024,25;25;24,5,109.84,35.27,7,35,85.53,34.85,7,35,92.27,34.85,6,32,241,26.4,4.79
P28070,Proteasome subunit beta type-4,39.77,1,7,7,66,1.158,14;19;15,14.3,1.23,14;19;15,6.1,1.065,14;19;15,17.8,1.219,14;19;15,20.1,1.023,14;19;15,6.5,53.75,39.77,7,20,68.54,39.77,7,26,57.86,39.77,7,20,264,29.2,5.97
P28074,proteasome subunit beta type-5 isoform 2,10,2,1,1,2,0.611,1;1;-,1.1,0.661,1;1;-,16.9,0.44,1;1;-,,0.837,1;1;-,3.1,0.978,1;1;-,2.3,4.2,10,1,1,3.09,10,1,1,,,,,160,17.8,7.24
P28288,Isoform 1 of ATP-binding cassette sub-family D member 3,8.35,4,4,4,12,0.856,3;3;3,6.5,0.863,3;3;3,38.6,1.824,3;3;3,36.1,0.791,3;3;3,0.7,0.92,3;3;3,11.6,8.73,6.07,3,4,15.01,8.35,4,5,8.71,6.07,3,3,659,75.4,9.36
P28289,Tropomodulin-1,5.29,1,1,1,1,,,,,,,,,,,,,,,,3.17,5.29,1,1,,,,,,,,,359,40.5,5.1
P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",50.34,8,27,27,123,1.018,28;24;25,2.5,1.352,28;24;25,5.2,1.446,28;24;25,5.6,1.009,28;24;25,2.6,0.991,28;24;25,1.9,128.89,47.59,25,44,117.05,32.46,18,39,125.59,34.94,22,40,727,79.4,6.23
P28482,Mitogen-activated protein kinase 1,40.83,18,8,13,100,0.969,13;15;14,3.6,0.924,13;15;14,14.1,0.77,13;15;14,8.2,0.987,13;15;14,3,0.933,13;15;14,5.8,87.18,38.33,12,33,90.79,38.61,12,35,90.23,40.83,13,32,360,41.4,6.98
P28799,"cDNA FLJ13286 fis, clone OVARC1001154, highly similar to Homo sapiens clone 24720 epithelin 1 and 2 mRNA",4.36,4,2,2,5,1.007,-;-;2,,0.988,-;-;2,,1.13,-;-;2,,1.167,-;-;2,,0.964,-;-;2,,0,1.94,1,1,0,1.94,1,1,4.85,4.36,2,3,413,44.1,7.12
P28838,Isoform 2 of Cytosol aminopeptidase,56.76,5,23,23,126,1.005,33;29;30,2.3,1.168,33;29;30,1.5,0.886,33;29;30,3.3,1.016,33;29;30,4.7,0.972,33;29;30,2.4,118.36,52.66,22,46,112.1,50.82,19,39,112.42,46.11,19,41,488,52.7,6.74
P28907,Isoform 1 of ADP-ribosyl cyclase 1,5.67,3,2,2,2,0.972,-;-;2,,0.948,-;-;2,,1.09,-;-;2,,0.939,-;-;2,,1.005,-;-;2,,,,,,,,,,1.92,5.67,2,2,300,34.3,7.66
P29083,General transcription factor IIE subunit 1,8.43,2,2,2,3,1.38,1;1;1,32.2,1.599,1;1;1,65.4,1.254,1;1;1,24.1,1.255,1;1;1,25.5,1.422,1;1;1,23.5,2.08,5.24,1,1,2.22,5.24,1,1,0,3.19,1,1,439,49.4,4.82
P29122,Isoform PACE4A-II of Proprotein convertase subtilisin/kexin type 6,8.16,9,6,6,15,0.709,3;1;3,23.3,0.695,3;1;3,11.4,0.772,3;1;3,62.6,1.029,3;1;3,24.4,0.922,3;1;3,6.4,13.06,6.8,5,7,13.08,5.96,4,4,12.47,5.75,4,4,956,105.1,7.68
P29218,Inositol monophosphatase 1,27.8,4,8,8,43,0.855,12;12;8,4.1,1.047,12;12;8,32.4,0.599,12;12;8,2.1,0.94,12;12;8,3.2,0.946,12;12;8,5.3,48.85,27.8,8,17,39.23,27.8,7,14,31.38,22.02,6,12,277,30.2,5.26
P29279,Isoform 1 of Connective tissue growth factor,3.72,1,1,1,1,,,,,,,,,,,,,,,,3.49,3.72,1,1,,,,,,,,,349,38.1,8
P29350,Isoform 1 of Tyrosine-protein phosphatase non-receptor type 6,62.18,9,36,37,465,0.976,109;107;108,2.3,0.907,109;107;107,12,0.779,109;107;108,1.6,0.97,109;107;108,2.6,0.947,109;107;108,1.1,401.04,56.13,32,157,377.05,54.29,33,151,403.71,56.47,33,157,595,67.5,7.78
P29353,SHC-transforming protein 1 isoform 2,13.08,12,5,5,12,1.205,3;2;3,13.2,1.212,3;2;2,46.4,1.143,3;2;3,5.5,1.333,3;2;3,1.4,1.092,3;2;3,4.9,7.74,9.07,3,5,8.26,6.12,2,3,8.57,6.75,3,4,474,51.6,7.18
P29401,Transketolase,72.07,16,37,37,598,1.388,132;130;132,3,1.032,132;130;132,4.7,1.237,132;130;132,1.8,1.216,132;130;132,2.2,1.116,132;130;132,1,496.13,69.18,35,199,498.79,66.13,35,198,530.59,63.88,34,201,623,67.8,7.66
P29466,Isoform Beta of Caspase-1,58.49,11,18,20,108,1.384,23;24;17,3.1,1.609,23;24;17,20.2,1.334,23;24;17,1.6,1.372,23;24;17,4.5,1.16,23;24;17,4.6,115.24,56.14,18,39,108.62,53.52,18,39,91.59,51.44,15,30,383,42.9,6.21
P29590,Isoform PML-5 of Probable transcription factor PML,27.51,17,25,25,87,1.073,18;18;21,2.4,1.281,18;18;21,16.7,1.375,18;18;21,8.7,1.015,18;18;21,5.4,1.08,18;18;21,4.5,95.04,24.51,20,31,86.71,23.01,19,28,75.9,20.12,17,28,865,95.6,6.16
P29728,Isoform p69 of 2'-5'-oligoadenylate synthase 2,9.02,4,5,5,16,1.385,5;5;3,20,0.866,5;5;3,46,1.559,5;5;3,30.7,1.054,5;5;3,13.8,1.108,5;5;3,4.2,17.85,5.39,3,6,12.71,6.4,4,5,11.21,8.01,4,5,687,78.7,8.02
P29803,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial",12.11,1,1,6,12,,,,,,,,,,,,,,,,11.8,10.57,5,5,5.22,10.57,3,3,9.83,6.7,3,4,388,42.9,8.46
P29966,Myristoylated alanine-rich C-kinase substrate,14.76,1,3,3,9,1.322,2;2;3,2.7,1.771,2;2;3,1.8,1.616,2;2;3,6.8,1.36,2;2;3,8.5,1.301,2;2;3,5.3,7.87,7.83,2,4,0,3.31,1,2,5.27,10.24,2,3,332,31.5,4.45
P30040,Endoplasmic reticulum resident protein 29,47.13,3,14,14,176,1.004,50;45;39,6.9,1.182,50;45;39,14.7,1.273,50;45;39,7,0.908,50;45;39,6,0.985,50;45;39,3.4,184.58,47.13,13,66,146.85,45.21,10,56,136.57,37.93,10,54,261,29,7.31
P30041,Peroxiredoxin-6,71.43,2,25,25,314,0.719,83;85;85,0.5,0.581,83;85;85,11,0.436,83;85;85,4.7,0.713,83;85;85,0.6,0.861,83;85;85,2.1,311.74,65.63,22,99,333.96,70.54,22,109,309.14,62.5,22,106,224,25,6.38
P30042,"Isoform Long of ES1 protein homolog, mitochondrial",44.4,7,11,11,77,1.07,23;26;19,2.1,1.36,23;26;19,11.2,1.58,23;26;19,3.9,1.24,23;26;19,2,0.977,23;26;19,1.4,89.15,44.4,10,29,89.09,38.43,8,26,72.31,44.03,10,22,268,28.2,8.27
P30043,Flavin reductase,53.4,2,8,8,62,0.872,13;10;11,8.3,1.376,13;10;11,26.7,0.868,13;10;11,3.7,0.866,13;10;11,9.6,1.088,13;10;11,8.5,71.51,53.4,8,23,68.36,53.4,8,21,60.8,53.4,8,18,206,22.1,7.65
P30044,"Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial",80.86,4,12,12,182,0.871,40;39;49,4.7,0.95,40;39;49,2.5,0.774,40;39;49,5.3,0.881,40;39;49,2.5,0.969,40;39;49,2.7,187.96,80.86,11,59,184.03,80.86,10,59,187.43,67.9,11,64,162,17,7.24
P30047,GTP cyclohydrolase 1 feedback regulatory protein,48.81,2,2,2,5,1.197,3;1;1,20.8,1.792,3;1;1,25.7,0.989,3;1;1,35.3,1.13,3;1;1,14.5,1.208,3;1;1,13.1,9.53,48.81,2,3,3.8,19.05,1,1,2.37,19.05,1,1,84,9.7,6.54
P30049,"ATP synthase subunit delta, mitochondrial",17.26,1,3,4,56,0.781,14;9;11,3.5,1.27,14;9;11,14.9,1.02,14;9;11,1.7,0.784,14;9;11,3.4,0.869,14;9;11,2.6,64.16,17.26,4,21,57.01,17.26,3,18,51.64,17.26,3,17,168,17.5,5.49
P30050,Isoform 1 of 60S ribosomal protein L12,72.73,3,13,13,182,1.202,40;39;34,3.8,1.03,40;39;34,3.8,1.076,40;39;34,6.1,1.14,40;39;34,3,1.068,40;39;34,2.5,159.38,69.09,10,64,151.89,72.73,12,60,146.64,63.64,10,58,165,17.8,9.42
P30084,"Enoyl-CoA hydratase, mitochondrial",57.24,1,15,15,183,1.029,51;50;42,1.1,0.714,51;50;42,21.9,1.582,51;50;42,2.7,1.093,51;50;42,1,0.981,51;50;42,1.1,178.78,57.24,15,67,162.93,50.34,13,63,132.89,49.66,12,53,290,31.4,8.07
P30085,UMP-CMP kinase isoform a,52.63,5,12,12,117,0.744,28;28;28,0.5,0.321,28;28;28,15.5,0.43,28;28;28,6.8,0.97,28;28;28,6.8,0.874,28;28;28,0.8,93.16,46.93,11,39,103.26,45.61,10,40,91.08,52.63,12,38,228,25.8,7.97
P30086,Phosphatidylethanolamine-binding protein 1,75.4,5,13,13,176,1.13,47;48;47,2.3,1.126,47;48;47,3,0.811,47;48;47,6.2,1.042,47;48;47,4.8,1.025,47;48;47,2.7,176.54,75.4,12,62,160.64,75.4,10,54,164.95,73.8,11,60,187,21,7.53
